Kod;Nazwa;Nazwa;Nazwa;CenaEw;CenaDet;Stawka;Stan
14269;WN JAJKA CZEKOLADOWE Z NADZIENIEM KAKAOWYM LUZ;Luz Cukierki;kg;24.9000;37,990026;23;0
14740;UNITOP KUKUŁKI LUZ;Luz Cukierki;kg;19.3800;33,989943;23;0
14752;SPIFFY CUK POMORZ LUZ;Luz Cukierki;kg;10.6900;18,98997;23;0
12780;AN-BA TOY MAGIC TRACKS ZN0512;Gumy;szt;2.7200;4,389993;23;0
13658;GUMA EYES WITH CENTERFIL 15G;Gumy do żucia;szt;0.8000;1,290024;23;0
5970689;MONDELEZ HALLS LIME FRESH FLAVOUR 33,5G;Landryny;szt;1.2500;2,15004;23;0
17814;MIX CUKIERKI ARGO;Landryny;szt;0.0100;0,990027;23;0
12831;CUK. CHRUPIACE SERDUSZKA LUZ;Cukierki;kg;13.7622;19,389996;8;0
17630;CUKIERKI MINKY BINKY ROSHEN LUZ;Cukierki;kg;14.4400;24,990033;23;0
17631;CUKIERKI JUMI ROSHEN LUZ;Cukierki;kg;14.7500;25,990023;23;0
17634;CUKIERKI DOBOSZ MLECZKO LUZ;Cukierki;kg;17.8500;37,990026;23;0
17637;CUKIERKI ANCYMONKI LUZ;Cukierki;kg;9.9901;19,98996;23;0
14369;JAJKA MARCEPANOWE BIAŁE LUZ;Cukierki;kg;27.6000;43,989966;23;0
2168;ŚLIWKA W CZEKOL LUZ;Cukierki;kg;14.9906;24,690036;23;0
4799;UFO OPŁATEK Z PROSZKIEM MUSUJĄCYM 350SZT/TUB;Cukierki;szt;0.1140;0,190035;23;0
13910;CUK.RAFFAELLO SZT;Cukierki;szt;0.6500;0,990027;23;0
12756;EWA CUKIERKI KARM.CZEK. POMARANCZOWE LUZ;Cukierki;kg;0.0000;0;23;0
4173;PEPERMINT KARMELKI NADZ. MIĘTOWE;Cukierki paczkowane;szt;16.2680;18,649998;23;0
13975;LUZ CIAST PIERNIK LUZ;Ciastka Luz;kg;3.2400;5,989977;23;0
13977;LUZ CIAST PIERNIK KATARZYNKA LUZ;Ciastka Luz;kg;13.0000;19,98996;23;0
4565;SENDAL CIASTKA ZBOŻOWE KG.;Ciastka.;kg;17.9889;24,990012;8;0
13973;LUZ CIAST ŚNIEŻKA WAFLE MICHAŁKI LUZ;Ciastka Luz;kg;10.6300;19,98996;23;0
15079;CIASTA CHRUPKI W CZEKOLADZIE KULKI LUZ;Ciastka Luz;kg;19.5000;32,989953;23;0
15735;CUKIERKI MISTER RON LUZ;Ciastka Luz;kg;21.9900;37,990026;23;0
15736;CUKIERKI FANTAZJA DESEROWA LUZ;Ciastka Luz;kg;25.0500;39,490011;23;0
12654;ESTA CHRUPKI W POLEWIE LUZ;Ciastka Luz;kg;12.2278;24,690036;23;0
13982;LUZ CIAST CIACH POL CIASTKA MARMOLADA LUZ;Ciastka Luz;kg;8.7400;13,989996;8;0
13983;LUZ CIAST CIACH POL MARKIZY LUZ;Ciastka Luz;kg;11.5900;17,989992;8;0
6212;RURKA Z KREMEM  1KG;Ciastka Luz;kg;16.2600;23,99004;8;0
17775;BRZEZIECKI ŁUKASZ PIECZARKI MARYNOWANE 500G;Przetwory warzywne;szt;10.0000;17,98998;23;0
5328;MARYNATA 4KG;Przyprawy;kg;189.9900;274,990032;8;0
14739;SOS HOT-DOG;Sosy;szt;18.8000;25,989984;8;0
15737;SOS CZOSKOWY;Sosy;szt;1.8000;5,990004;8;0
16116;KWIECIŃSKI GARNAŻERKA SOS ZIOŁOWY 300ML;Sosy;szt;0.5000;5,990004;8;0
16118;KWIECIŃSKI GARNAŻERKA SOS CZOSKOWY 300ML;Sosy;szt;0.5000;5,990004;8;0
18246;KAMIS MIX PRZYPRAW PROMOCJA 5G-20G;Przyprawy;szt;0.5900;0,690012;8;0
18284;BOBRÓWKO OCET JABŁKOWY 330ML;Octy;szt;7.1000;12,490035;23;0
16372;CEMENT;Ogród;szt;12.1900;21,289947;23;0
16373;ART.BUDOWLANE;Ogród;szt;0.0000;0;23;0
2499;BRATEK SZT.;Ogród;szt;1.8518;2,490048;8;0
3031;DANFLOR RÓŻA;Ogród;szt;1.8518;19,990044;8;0
624508;MOTYCZKA 120JEDNOPAŁĄ TRAPEZ;Ogród;szt;15.6000;15,890001;23;0
1483;KWIAT ZAMIO;Ogród;szt;55.0000;79,989984;8;0
3405;GNAPHALIUM;Ogród;szt;4.6300;3,890052;8;0
10959;DANLFOR SANSEVIERIA;Ogród;szt;19.9900;29,98998;8;0
10960;DENDROBIUM;Ogród;szt;29.9900;39,990024;8;0
10961;MEDINILLA;Ogród;szt;19.9900;29,98998;8;0
10964;MARSTERA;Ogród;szt;45.0000;54,999972;8;0
11966;WIATRAK ŚREDNI;Ogród;szt;7.5900;14,99001;23;0
11969;WIATRAK DUŻY;Ogród;szt;14.9900;19,98996;23;0
13859;ARAUKARIA SZT.;Ogród;szt;18.5180;24,999948;8;0
14564;ŁOPATKA PIASKOWA Z TRZONKIEM;Ogród;szt;20.3000;37,990026;23;0
16872;GAUTERIA;Ogród;szt;9.2600;12,990024;8;0
2391;SZAFIREK;Ogród;szt;4.6297;6,49998;8;0
6264;ŚWIERK GAŁĄZKA 1SZT;Ogród;szt;1.1100;1,790019;23;0
11959;PELARGONIA WIELOLETNIA SZT.;Ogród;szt;11.1113;14,499972;8;0
11965;WIATRAK MAŁY;Ogród;szt;4.1500;9,99006;23;0
12048;KWIAT SKRZYDŁOKWIAT;Ogród;szt;29.9000;34,989948;8;0
12425;KWIAT PAPROTKA DUŻA;Ogród;szt;55.9900;63,99;8;0
12428;KWIAT MONSTERA;Ogród;szt;59.0000;79,989984;8;0
12913;WRZOS KORONA;Ogród;szt;8.3333;10,989972;8;0
14069;"LOPATA D/SNIEGU.	";Ogród;szt;13.5000;22,900017;23;0
14100;"NASIONA WARZYW/KIELKI SZT	";Ogród;szt;1.4000;2,29005;5;0
14101;"NASIONA KWIATY/ZIOLA SZT	";Ogród;szt;1.1200;1,489968;8;0
14102;"NASIONA GRUPA KWIAT/WARZYWA/KIELKI	";Ogród;szt;1.4000;2,48997;5;0
14103;"OGROD BUTY KALOSZE-CHODAKI 44 CZARNE	";Ogród;szt;13.5200;27,899967;23;0
14104;"OGROD BUTY KALOSZE DAMSKIE ELKE 930	";Ogród;szt;14.4100;19,98996;23;0
14105;"OGROD BUTY OBUWIE KALOSZE MESKIE FILCAK 804	";Ogród;szt;38.6400;47,990049;23;0
14106;"OGROD BUTY KLAPKI DOCTOR 885	";Ogród;szt;11.5700;16,98999;23;0
14107;"OGROD KIJE OGNISKOWE SZT	";Ogród;szt;3.1700;4,989987;23;0
14109;"OGROD KWIAT STOKROTKA	";Ogród;szt;2.7800;4,990032;8;0
14111;"OGROD MATA WIKLINOWA 120X300 CM SZT	";Ogród;szt;47.1500;89,989998;23;0
14112;"OGROD MATA WIKLINOWA 160X300CM SZT	";Ogród;szt;62.9000;109,990044;23;0
14113;"OGROD PALIK DREWNO D/POM.3X150CM	";Ogród;szt;1.9500;3,590001;23;0
14116;"OGROD KERAMZYT OGRODNICZY 8-16 MM OP.2L	";Ogród;szt;2.2500;3,989997;23;0
14118;"OGROD KWIAT PELARGONIA	";Ogród;szt;4.6300;7,590024;8;0
14119;"OGROD KERAMZYT OGRODNICZY 8-16 MM OP.7L	";Ogród;szt;5.9900;7,989957;23;0
14120;"OGROD KWIAT BEGONIA DUZA SZT	";Ogród;szt;1.4800;2,689956;8;0
14121;"OGROD KWIAT BEGONIA MALA/TUREK SZT	";Ogród;szt;0.8200;0,990036;8;0
14122;"OGROD KWIAT PRYMULKA SZT	";Ogród;szt;3.2400;5,500008;8;0
14124;"OGROD LAMPA OLEJ/NAFTA NIEBIES.19CM SZT	";Ogród;szt;7.0200;13,99002;23;0
14125;"OGROD BUTY KALOSZE DZIECI.KOLMAX 22	";Ogród;szt;22.0800;38,999979;23;0
14126;"OGROD KAMIEN BIALY  16-45 15kg	";Ogród;szt;11.2700;24,990033;23;0
14127;"OGROD KAMIEN OTACZAK THASSOS 60-90MM	";Ogród;szt;14.6300;24,990033;23;0
14128;"OGROD KAMIEN KORA KAMIENNA 11-32 15kg	";Ogród;szt;4.8300;11,99004;23;0
14129;"OGROD KAMIEN KRUSZYWO OMYADOL 8-16 15kg	";Ogród;szt;4.9900;11,99004;23;0
14130;"OGROD KAMIEN GRYS BAZALTOWY 16-22 15kg	";Ogród;szt;3.6200;8,989947;23;0
14133;"OGROD KAMIEN GRYS GRANITOWY 16-22 15kg	";Ogród;szt;3.6200;8,989947;23;0
14134;"OGROD AGRECOL NAWOZ D/BOROWEK 1.2KG	";Ogród;szt;8.9800;9,800028;8;0
14135;"OGROD KWIAT KOMARZYCA/SANWITAL/BASOTA SZT	";Ogród;szt;4.6300;7,29;8;0
14136;"OGROD PRZECANA !!!	";Ogród;szt;2.7700;4,250016;8;0
14137;"OGROD KWIAT AMPLE SZT	";Ogród;szt;27.6800;29,98998;8;0
14138;"OGROD KWIAT NIECIERPEK SZT	";Ogród;szt;3.9800;6,689952;8;0
14140;"OGROD KWIAT PELARGONIA/SURFINIA SZT	";Ogród;szt;4.9100;6,49998;8;0
14141;"OGROD LAWENDA SZT	";Ogród;szt;5.9200;9,99;8;0
14169;"DZ.BOROWINNOWY KONC. PRO PEAT 5L	";Ogród;szt;161.0400;206,990058;23;0
14170;"DZ.SOLANKA 1L	";Ogród;szt;10.0500;12,99003;23;0
14172;"DZ.TRYM.R.PG	";Ogród;kg;129.2700;162,990006;23;0
14173;"DZ.OBRZEZE BORDER 4.8M + 24 SZPILKI	";Ogród;szt;30.8900;39,020028;23;0
14175;"DZ.OASE ZARNIK 55W	";Ogród;szt;212.9600;267,179985;23;0
14176;"DZ.FLOROVIT DO TRAWNIKOW 25KG	";Ogród;szt;88.6600;97,689996;8;0
14177;"DZ.MATERAC	";Ogród;szt;165.7400;180,789948;8;0
14178;"DZ. NUTRAMINIUK	";Ogród;szt;23.6100;27,54;8;0
14180;"DZ.HOLLAS	";Ogród;szt;29.9600;32,679993;23;0
14182;"NASIONA SEZON 2021 MIX SZT	";Ogród;szt;1.4900;2,789964;8;0
14184;"OGROD MISA ROMA 29CM BIALA	";Ogród;szt;14.7400;25,990023;23;0
14185;"OGROD LUBIN DONICA SZT	";Ogród;szt;11.1100;19,990044;8;0
14187;"DZ.AGRECOL D/HORTENSJI 0.5L	";Ogród;szt;37.4000;42,009948;8;0
14340;KWIAT STORCZYK;Ogród;szt;20.3700;29,98998;8;0
14341;KWIAT GUZMANIA;Ogród;szt;9.2600;13,989996;8;0
14342;KWIAT GUZMANIA;Ogród;szt;23.1475;29,98998;8;0
14343;KWIAT NERINA;Ogród;szt;22.0000;29,98998;8;0
14344;KWIAT NEREGERIA;Ogród;szt;23.1475;29,98998;8;0
14345;KWIAT ANTURIUM;Ogród;szt;18.5185;24,990012;8;0
14565;SZPADEL PROSTY HARTOWANY+TRZON;Ogród;szt;17.2000;29,989983;23;0
14845;"KOSZYCZKI WIELORAZOWEGO UŻYTKU 1SZT	";Ogród;szt;11.3800;14,99001;23;0
14093;"OGROD RUDBEKIA OWLOSIONA SZT	";Ogród;szt;8.8900;15,990048;8;0
14094;"OGROD PRZETACZNIK KLOSOWY SZT	";Ogród;szt;13.3300;24,990012;8;0
14108;"OGROD TRUSKAWKI SADZONKI SZEFA SZT	";Ogród;szt;3.2000;3,499956;8;0
14110;"OGROD REKAWICE ROBOCZE BESTINGI	";Ogród;szt;1.7000;3,490002;23;0
14115;"OGROD REKAWICZKI DRELICHOWE	";Ogród;szt;1.2100;1,990017;23;0
14117;"OGROD WOREK POLIPROPYLENOWY SZT 50KG	";Ogród;szt;0.8600;1,990017;23;0
14131;"WED.SPLAWIKI LORPIO RIVER 403 2G	";Ogród;szt;2.5200;4,489992;23;0
14132;"WED.SPLAWIKI LORPIO BREAM 011 8G	";Ogród;szt;3.3100;4,989987;23;0
14139;"OGROD TRZMIELINA-EUONYMUS JAPONICUS SZT	";Ogród;szt;5.1100;8,990028;8;0
14144;"OGROD ROZA DRZEWKO SZT ( 100/120CM ) C5	";Ogród;szt;29.6300;44,989956;23;0
14186;"OGROD ROZANECZNIK MINIATUROWY C2	";Ogród;szt;14.6700;24,990012;8;0
14188;"OGROD PRZECENA 8.99	";Ogród;szt;5.5200;8,990028;8;0
14189;"OGROD SZNUREK BUDOWLANY ZOLTY 100M	";Ogród;szt;4.8000;9,99006;23;0
14413;AMPLE SZT;Ogród;szt;25.9300;34,989948;8;0
14820;"WĘD.KOSZYCZKI ZANĘTOWE 32/44MM 40G	";Ogród;szt;2.8500;4,989987;23;0
14821;"WĘD.SPŁAWIKI LORPIO 006 4G	";Ogród;szt;4.0000;4,989987;23;0
14824;"OGRÓD ZAMIATACZ MAGAZYNOWY	";Ogród;szt;12.1900;15,690003;23;0
14825;"ZEMAR ZAWIESZKI D/KLUCZY SZT	";Ogród;szt;0.2800;0,69003;23;0
14827;"WĘD.KOSZYCZKI ZANĘTOWE 25/32MM 20G	";Ogród;szt;2.5500;3,989997;23;0
14828;"WĘD.SPŁAWIKI LORPIO BREAM BLUBERY 72 4	";Ogród;szt;9.9400;16,98999;23;0
14829;"WĘD.SPŁAWIKI LORPIO 67 3G	";Ogród;szt;5.0600;8,989947;23;0
14831;"WĘD.SPŁAWIKI LORPIO BREAM 009 4.5G	";Ogród;szt;3.0400;4,989987;23;0
14832;"WĘD.WYPYCHACZ DWUSTRONNIE WYGIĘTY	";Ogród;szt;0.6500;1,190025;23;0
14833;"OGRÓD ROLBORDER 5 X 20 X 200	";Ogród;szt;10.7000;17,98998;23;0
14834;"WĘD.KOSZYCZKI ZANĘTOWE 32/37MM 20G	";Ogród;szt;2.5500;4,989987;23;0
14836;"WĘD.ŻYŁKA TRABUCCO T-FORCE COMPETITION PRO 0.100MM 25M	";Ogród;szt;5.6100;9,99006;23;0
14837;"OGRÓD KERAMZYT DONICZKOWY 4-10 MM OP.5L	";Ogród;szt;5.8200;10,900014;23;0
14838;"WĘD.SPŁAWIKI LORPIO LAKE 3G	";Ogród;szt;5.2400;8,989947;23;0
14839;"WĘD.KOSZYCZKI ZANĘTOWE 32MM 10G	";Ogród;szt;2.1700;3,989997;23;0
14840;"WĘD.SPŁAWIKI LORPIO GOLD STAR 30 1.5G	";Ogród;szt;4.5100;8,989947;23;0
14841;"WĘD.SPŁAWIKI LORPIO GOLD STAR 30 3G	";Ogród;szt;4.5100;8,989947;23;0
14843;"WĘD.SPŁAWIKI LORPIO 45 5G	";Ogród;szt;3.9600;6,989967;23;0
14844;"WĘD.SPŁAWIKI LORPIO RIVER PRO/CLASSIC 2.00G	";Ogród;szt;5.2400;8,989947;23;0
14846;"WĘD.SPŁAWIKI LORPIO CLASSIC LAKE 006 4.00G	";Ogród;szt;2.7600;5,989977;23;0
14847;"WĘD.SPŁAWIKI LORPIO BREAM 009 3.5G	";Ogród;szt;2.8500;4,989987;23;0
14848;"WĘD.SIATKA LORPIO SUPER 35CM 0.80MM	";Ogród;szt;10.5800;21,000036;23;0
14849;"WĘD.SPŁAWIKI LORPIO 45 2G	";Ogród;szt;3.9600;6,989967;23;0
14850;"WĘD.SPŁAWIKI LORPIO CLASSIC LAKE 002 3.5G	";Ogród;szt;2.6100;4,489992;23;0
14851;"WĘD.ŻYŁKA TRABUCCO T-FORCE COMPETITION PRO 0.180MM 25M	";Ogród;szt;5.6100;9,99006;23;0
14856;"WĘD.SPŁAWIKI LORPIO RED STAR 30 4G	";Ogród;szt;4.5100;8,989947;23;0
14857;"OGRÓD ROLBORDER 5 X 30 X 200	";Ogród;szt;15.9500;26,990013;23;0
14858;"WĘD.SPŁAWIKI LORPIO BREAM BLUBERY 70 2,5	";Ogród;szt;3.9600;6,989967;23;0
14859;"WĘD.SPŁAWIKI LORPIO GOLD STAR 45 5G	";Ogród;szt;4.4200;7,68996;23;0
14860;"WĘD.SPŁAWIKI LORPIO GOLD STAR 45 1.5G	";Ogród;szt;3.9600;6,989967;23;0
14861;"ZEMAR ROZETA DUŻA METAL	";Ogród;szt;0.5800;1,190025;23;0
14862;"WĘD.SPŁAWIKI LORPIO BREAM PRO 3.00G	";Ogród;szt;5.2400;8,989947;23;0
14863;"WĘD.SPŁAWIKI LORPIO BREAM 011 8G	";Ogród;szt;3.3100;4,989987;23;0
14864;"WĘD.SPŁAWIKI LORPIO CLASSIC MULTICOLOR 216 3.5G	";Ogród;szt;2.9400;5,989977;23;0
14865;"WĘD.SPŁAWIKI LORPIO CLASSIC LAKE 006 6.00G	";Ogród;szt;2.9400;5,989977;23;0
14866;"WĘD.WYPYCHACZ LORPIO DWUSTRONNY WYGIĘTY	";Ogród;szt;0.6500;1,69002;23;0
14867;"WĘD.KOSZYCZKI ZANĘTOWE 25/32MM 30G	";Ogród;szt;1.7100;4,989987;23;0
14868;"WORKI FOLIOWE 70 X 80 SZT	";Ogród;szt;1.1000;1,890018;23;0
14869;"WORKI FOLOWE 80 X 125 SZT	";Ogród;szt;1.6000;2,590011;23;0
16374;AGD;Ogród;szt;0.0000;0;23;0
14156;BORÓWKA MAŁA SZ KRZEW POJ.1,5L;Ogród;szt;6.4800;17,989992;8;0
14157;BORÓWKA DUŻA SZT KRZEW POJ. 3,0L;Ogród;szt;14.8100;29,98998;8;0
6063;DONICA WENECJA GRAFIT;Ogród;szt;57.2400;99,990021;23;0
14114;DANLFOR OGRÓD AZALIA DONICA;Ogród;szt;10.0000;19,990044;8;0
14326;RÓŻA WIELOKWIATOWA SZT;Ogród;szt;11.1114;14,989968;8;0
14327;RÓŻA PNĄCA SZT;Ogród;szt;12.5000;19,990044;8;0
14328;RÓŻA OKRYWOWA SZT;Ogród;szt;12.5000;19,990044;8;0
14593;ROZSADA WARZYW;Ogród;szt;0.7400;1,289952;8;0
15126;RÓŻA CEDROWA;Ogród;szt;0.8900;1,390023;23;0
16366;RURKA ANTYSPLĄTANIOWA;Ogród;szt;0.4900;0,890028;23;0
17470;S. DRABINKI BAMBUSOWE GIĘTE 90CM;Ogród;szt;3.2400;5,68998;23;0
17471;S. DRABINKI BAMBUSOWE 45CM;Ogród;szt;1.3200;2,290014;23;0
10329;SIATKA DO GIPSU GRAN 120;Ogród;szt;0.5100;0,890028;23;0
13389;SIATKA DO GIPSU GRAN 80;Ogród;szt;0.5100;0,890028;23;0
14457;SIATKA LORPIO SUPER TEAM ECO 40CM 1,20M;Ogród;szt;23.5600;40,989996;23;0
14458;SIATKA LORPIO SUPER TEAM ECO 40CM 1,50M;Ogród;szt;25.4800;44,489961;23;0
15230;SK- TERMOMETR ZAOKIENNY DUŻY ZWYKŁY -BIAŁY;Ogród;szt;7.3100;12,790032;23;0
15231;SK- TERMOMETR ZAOKIENNY DUŻY ZWYKŁY BRĄZOWY;Ogród;szt;7.3100;12,790032;23;0
16376;SIATKA NA SZYNKĘ;Ogród;szt;2.0300;3,590001;23;0
16400;SANKI;Ogród;szt;100.0000;174,990009;23;0
6810;STANDARD PERLATOR BATERII ŚCIENNEJ 24X1;Ogród;szt;5.4900;6,889968;23;0
6812;STANDARD PERLATOR BATERII ŚCIENNEJK 28X1;Ogród;szt;4.4400;8,660061;23;0
14324;THUJA SZT;Ogród;szt;8.0000;12,990024;8;0
14455;SPŁAWIK LORPIO CLASSIC MULTICOLOR 2,00G;Ogród;szt;3.0400;5,289984;23;0
14456;SPŁAWIK LORPIO CLASSIC MULTICOLOR 2,50G;Ogród;szt;3.0400;5,289984;23;0
14461;SPŁAWIK LORPIO CLASSIC BREAM 011 4,00G;Ogród;szt;3.2300;5,589981;23;0
14462;SPŁAWIK LORPIO CLASSIC BREAM 011 5,00G;Ogród;szt;3.2300;5,589981;23;0
14463;SPŁAWIK LORPIO CLASSIC BREAM 011 6,00G;Ogród;szt;3.7600;6,589971;23;0
14464;SPŁAWIK LORPIO CLASSIC BREAM 012 2,00G;Ogród;szt;2.9400;5,089986;23;0
14465;SPŁAWIK LORPIO CLASSIC BREAM 012 3,00G;Ogród;szt;2.9400;5,089986;23;0
14466;SPŁAWIK LORPIO CLASSIC BREAM 012 4,00G;Ogród;szt;3.2300;5,589981;23;0
14467;SPŁAWIK LORPIO CLASSIC LAKE 013 2,50G;Ogród;szt;2.9400;5,089986;23;0
14468;SPŁAWIK LORPIO CLASSIC LAKE 013 3,50G;Ogród;szt;2.9400;5,089986;23;0
14469;SPŁAWIK LORPIO CLASSIC LAKE 013 4,50G;Ogród;szt;3.2300;5,589981;23;0
14470;SPŁAWIK LORPIO CLASSIC MULTICOLOR 014 1,50G;Ogród;szt;3.0400;5,289984;23;0
15099;ŚNIEŻYNKA BRZOZA;Ogród;szt;0.8000;1,290024;23;0
15106;SZYSZKA;Ogród;szt;2.1100;3,290004;23;0
16369;STOPER;Ogród;szt;2.0000;3,490002;23;0
16377;TABLETKI COREGA DO PROTEZ A8;Ogród;szt;4.6400;7,089984;8;0
16401;TRZONEK OD SIEKIERY 70 CM;Ogród;szt;5.0000;8,749974;23;0
16402;TRZONEK OD SIEKIERY 80CM;Ogród;szt;6.0000;10,490055;23;0
16403;TRZONEK OD SIEKIERY 90 CM;Ogród;szt;7.0000;12,249939;23;0
16404;TRZONEK OD SZPADLA;Ogród;szt;7.0000;12,249939;23;0
16405;TRZONEK OD ŁOPATY;Ogród;szt;7.0000;12,249939;23;0
16406;TRZONEK OD WIDEŁ;Ogród;szt;7.0000;12,249939;23;0
16407;TRZONEK OD GRABI;Ogród;szt;8.0000;13,99002;23;0
17063;SPŁAWIK ELDORADO 7G;Ogród;szt;4.6200;8,000043;23;0
17064;SPŁAWIK ELDORADO 2G;Ogród;szt;2.8800;4,99995;23;0
17065;SPŁAWIK ELDORADO 5G;Ogród;szt;3.4600;5,99994;23;0
1050;V-BUD MOLTOPREN10CM SR 35 MM;Ogród;szt;3.0000;5,289984;23;0
10009;WAŁEK MICROFIBRA 10CM;Ogród;szt;17.0000;6,489972;23;0
10671;ZAŚLEPKA SZEŚ 1 OCYNK;Ogród;szt;3.4500;5,989977;23;0
11843;WAZON MAŁY;Ogród;szt;19.7600;33,989943;23;0
14325;WIERZBA SZT;Ogród;szt;21.3300;33,989976;8;0
14522;WĘD.RURKI ANTYSPLĄT.LORPIO WYGIĘTA 18CM;Ogród;szt;0.7700;1,990017;23;0
14523;WĘD.WYPYCHACZ MINI 1SZT;Ogród;szt;0.5200;1,420035;23;0
14524;WĘD.SPŁAWIKI TRABUCCO ULTIMATE 1 4X10;Ogród;szt;3.0300;4,989987;23;0
14525;WĘD.SPŁAWIKI LORPIO MULTICOLOR 014 3.00G;Ogród;szt;2.7600;5,989977;23;0
14528;WĘD.SPŁAWIKI LORPIO BREAM BLUBERY 72 3;Ogród;szt;9.9400;16,98999;23;0
14529;WĘD.SPŁAWIKI LORPIO RIVER CLASSIC 402 8.00G;Ogród;szt;3.5000;8,000043;23;0
14530;WĘD.SPŁAWIKI LORPIO RIVER PRO CLASSIC 4G;Ogród;szt;5.2400;8,989947;23;0
14534;WĘD.SPŁAWIKI LORPIO RIVER CLASSIC 402 6.00G;Ogród;szt;3.5000;6,989967;23;0
14535;WĘD.SPŁAWIKI LORPIO GREEN STAR 30 1.0G;Ogród;szt;3.9600;6,989967;23;0
14536;WĘD.HACZYKI TAB/AKURA 6001 No4 15SZT;Ogród;szt;3.1500;5,989977;23;0
14553;WIADRO SZT;Ogród;szt;3.0000;5,289984;23;0
14586;WĘDKARSKI ROBAK BIAŁY GRUBY;Ogród;szt;0.9800;1,990017;23;0
14587;WĘDKARSKI ROBAK PINKA;Ogród;szt;2.3000;3,989997;23;0
14588;WĘDKARSKI ROBAK CZERWONY 100ML;Ogród;szt;1.3000;2,290014;23;0
14792;WĘD.PODBIERAK LORPIO SUPER ECO 2.20M;Ogród;szt;38.0700;61,000005;23;0
14793;WĘD.PODBIERAK LORPIO SUPER TEAM ALU 2.80M;Ogród;szt;30.3600;54,989979;23;0
14794;WĘD.SPŁAWIKI LORPIO BREAM BLUBERY 69 4G;Ogród;szt;3.9600;5,489982;23;0
14796;WĘD.CIĘŻARKI LORPIO ŁEZKA/KRĘTIK 45G 10SZT;Ogród;szt;5.4900;8,989947;23;0
14797;WĘD.CIĘŻARKI LORPIO 50G;Ogród;szt;0.7600;1,69002;23;0
14798;WĘD.HACZYKI TAB/AKURA 6315 No16 15SZT;Ogród;szt;3.1500;5,489982;23;0
14799;WĘD.SPŁAWIKI LORPIO BREAM PRO  2.00G;Ogród;szt;5.2400;8,989947;23;0
14802;WĘD.KOSZYCZKI ZANĘTOWE 25/23MM 15G;Ogród;szt;2.4500;3,989997;23;0
14803;WĘD.SPŁAWIKI LORPIO 67 2G;Ogród;szt;4.0000;8,989947;23;0
14804;WĘD.HACZYKI TAB/AKURA 6001 No8 15SZT;Ogród;szt;3.5900;5,989977;23;0
14805;WĘD.SPŁAWIKI LORPIO 71 31G;Ogród;szt;5.0000;6,989967;23;0
14806;WĘD.SPŁAWIKI LORPIO GOLD STAR 30 2G;Ogród;szt;4.5100;6,989967;23;0
14807;WĘD.RURKI ANTYSPLĄTANIOWE 12CM;Ogród;szt;0.7400;1,390023;23;0
14809;WĘD.SPŁAWIKI LORPIO RIVER 403 2G;Ogród;szt;2.5200;4,489992;23;0
14810;WĘD.SPŁAWIKI LORPIO GOLD STAR 45 3G;Ogród;szt;3.9600;7,589961;23;0
14812;WĘD.SPŁAWIKI LORPIO CLASSIC MULTICOLOR 216 4.5G;Ogród;szt;3.1300;6,989967;23;0
14813;WĘD.KOSZYCZKI ZANĘTOWE 25/30/57MM 40G;Ogród;szt;2.9200;5,989977;23;0
14814;WĘD.HACZYKI TRA/AKURA 5000 No10 SZT;Ogród;szt;3.5100;6,489972;23;0
14887;WĘD.SPŁAWIKI LORPIO BREAM BLUBERY 71 2,5 SZT;Ogród;szt;3.9600;5,489982;23;0
14894;WĘD.KOSZYCZKI ZANĘTOWE 25/32MM 10G;SZT.;Ogród;szt;390,602148;20676,71;0
14895;WĘD.SPŁAWIKI LORPIO GOLD STAR 30 4G SZT.;Ogród;szt;4.4200;7,68996;23;0
14896;WĘD.KOSZYCZKI ZANĘTOWE 32/32MM 30G;SZT.;Ogród;szt;465,20045;16816,38;0
14897;WĘD.SPŁAWIKI LORPIO CLASSIC RIVER 406 2G SZT.;Ogród;szt;3.2500;4,489992;23;0
15232;WĘDKARSKI ROBAK CZERWONY ROZM. 2 SZT;Ogród;szt;2.4500;4,489992;23;0
15233;WĘDKARSKI ROBAK CZERWONY ROZM. 3 SZT;Ogród;szt;2.5000;4,68999;23;0
15234;WĘDKARSKI ROBAK CZERWONY ROZM. 4 SZT;Ogród;szt;2.6800;4,989987;23;0
15235;WĘDKARSKI ROBAK KOLOR SZT;Ogród;szt;1.2000;1,990017;23;0
15238;WĘD.SPRĘŻYNA ZNĘTAOWA Z DOCIĄŻENIEM 10G;Ogród;szt;0.9700;1,69002;23;0
15239;WĘD.SPRĘŻYNA ZNĘTAOWA STANDARD 6,5CM;Ogród;szt;0.4800;1,69002;23;0
15240;WĘD.SPRĘŻYNA ZNĘTAOWA STANDARD 5,2 CM;Ogród;szt;0.4700;0,990027;23;0
17615;WĘDKARSKI ROBAK KOLOR 100ML;Ogród;szt;1.3000;2,290014;23;0
12689;ZAWIAS SPLATANY 30X29X1,0;Ogród;szt;0.3300;0,590031;23;0
1071;GWOŹDZIE BUDOWLANE 40X100;Ogród;kg;3.3700;6,249999;23;0
1175;EMAKOL STRONG BIAŁY 0,9L;Ogród;szt;14.3900;26,550042;23;0
1277;FI4,125AOC (PN82005) PODKŁADKA;Ogród;kg;15.7400;21,589944;23;0
1278;FI5,125AOC (PN82005) PODKŁADKA;Ogród;kg;7.6000;17,689983;23;0
