Kod;Nazwa;Nazwa;Nazwa;CenaEw;CenaDet;Stawka;Stan
12969;DELICJA ANIMUCKA CIASTO HISZPANIA KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
12970;DELICJA ANIMUCKA KOKOSANKA KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
12977;DELICJA ANIMUCKA KRUSZONKI KG. 500;Wyroby cukiernicze;kg;19.0000;27,2895;5;0
12979;DELICJA ANIMUCKA CIASTO OBŁEDNE KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
12981;DELICJA ANIMUCKA OMLET SZT. 500;Wyroby cukiernicze;szt;2.3500;3,3075;5;0
12982;DELICJA ANIMUCKA CIASTO RAJSKIE JABŁKO KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
12983;DELICJA ANIMUCKA ROGALIK KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
12984;DELICJA ANIMUCKA CIASTO SERNIK DOMOWY KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
12985;DELICJA ANIMUCKA CIASTO SZAMPAŃSKIE KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
12986;ŚMIŁOWO PASZTETOWA  PODWĘDZANA KG. 500;Pasztety, metki Luz;kg;11.0000;19,9395;5;0
12987;ŚMIGIELSCY KOSTKA 3BIT KG. 500;Wyroby cukiernicze;kg;18.7000;27,2895;5;0
12990;WAWRÓW BUŁKA WIELOZIARNISTA SZT. 500;Świeże;szt;1.0000;1,4175;5;0
12991;WAWRÓW BUŁKA PARYSKA 350G. 500;Świeże;szt;3.3000;1,4175;5;0
12996;WAWRÓW BUŁKA ZWYKŁA DUŻA 100G. 500;Świeże;szt;1.2000;1,6275;5;0
13002;WAWRÓW BUŁKA SZPINAKOWA SZT. 500;Świeże;szt;1.2000;0,9975;5;0
13006;LUKULLUS INDYK ZE ŚLIWKĄ KG. 500;Szynki, blokowe, wędzonki Luz;kg;19.9878;28,3395;5;0
13007;OLEWNIK KIEŁBASA JAŁOWCOWA Z SZYNKI KG. 500;Kiełbasa Luz;kg;41.9932;36,7395;5;0
13008;KARSKO RURKA SZT. 500;Wyroby cukiernicze;szt;3.0000;4,0425;5;0
13010;ANNA CHLEB ZIARNISTY 400G. 500;Świeże;szt;3.9100;5,5125;5;0
13011;"KAJMAK CHLEB ""PRASTARE ZBOŻA"" CAŁY 550G. 500";Świeże;szt;5.6000;5,775;5;0
13017;DELICJA  ANIMUCKA GROSZEK PTYŚIOWY KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
13018;DELICJA  ANIMUCKA CIASTO HISZPANKA KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
13019;DELICJA  ANIMUCKA CIASTO KUDŁACZE KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
13020;DELICJA  ANIMUCKA CIASTO OBŁEDNE KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
13021;DELICJA  ANIMUCKA PĄCZUSIE KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
13022;DELICJA  ANIMUCKA CIASTO SERNIK KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
13023;DELICJA  ANIMUCKA CIASTO WIŚNIOWE KG. 500;Wyroby cukiernicze;kg;23.0000;32,5395;5;0
13024;RÓŻYCCY KIEŁBASA RZEŹNIKA KG. 500;Kiełbasa Luz;kg;27.0000;31,4895;5;0
13025;SŁODKIE NIEBO CIASTO PANI WALEWSKA KG. 500;Wyroby cukiernicze;kg;28.0000;38,8395;5;0
13026;SŁODKIE NIEBO CIASTO BRZOSKWINIOWA KG. 500;Wyroby cukiernicze;kg;25.9261;35,175;5;0
13027;MACIOSZEK CHLEB JAK DAWNIEJ 750G 500;Świeże;szt;6.4500;9,4395;5;0
13028;MACIOSZEK CHLEB JAK DAWNIEJ FOREMKA 210G 500;Świeże;szt;2.3600;3,4545;5;0
13031;DROBIMEX PIERŚ O SMAKU MAŚLANYM KG. 500;Szynki, blokowe, wędzonki Luz;kg;14.9000;20,5695;5;0
13032;LISNER FILETY ŚLEDZIOWE RYBACKIE Z PIETRUSZKĄ KG. 500;Garmażerka rybna na wagę;kg;13.0000;17,8395;5;0
13033;ROGOWO KARKÓWKA NA GORĄCO KG. 500;Szynki, blokowe, wędzonki Luz;kg;29.8385;37,7895;5;0
13034;ROGOWO NASZA SZYNKA NA GORĄCO KG. 500;Szynki, blokowe, wędzonki Luz;kg;30.6545;35,6895;5;0
13035;MARISZYN PASZTET WĘDZONY Z PNIOWA KG. 500;Pasztety, metki Luz;kg;6.9900;9,9645;5;0
13036;ROSETTE KOTLET DE VOLAY Z MASŁEM KG. 500;Garmażerka;kg;46.0400;60,8895;5;0
13037;MONIKA BUŁKA ZIARNISATA SZT. 500;Świeże;szt;1.1000;1,3545;5;0
13039;OLEK CIASTO KG . 500;Wyroby cukiernicze;kg;35.0000;41,475;5;0
13040;GROBELSKI MINI BABECZKI KG. 500;Wyroby cukiernicze;kg;20.0000;26,2395;5;0
13041;OLEK SERNIK KRAKOWSKI KG. 500;Wyroby cukiernicze;kg;35.0000;32,5395;5;0
13042;OLEK CIASTO MAGDA KG. 500;Wyroby cukiernicze;kg;35.0000;32,5395;5;0
13044;OLEK CIASTO FANTAZJA WIŚNIOWA KG. 500;Wyroby cukiernicze;kg;35.0000;32,5395;5;0
13047;OLEK CIASTO WIŚNIOWE KG. 500;Wyroby cukiernicze;kg;32.0000;32,5395;5;0
13049;OLEK CIASTO BRZOSKWINIOWE KG. 500;Wyroby cukiernicze;kg;35.0000;32,5395;5;0
13051;OLEK CIASTO ZIELONA HERBATA KG. 500;Wyroby cukiernicze;kg;35.0000;32,5395;5;0
13052;ALEX-POL BRUKSELKA KG. 500;Warzywa 1;kg;8.8000;9,0195;5;0
13053;ALEX-POL FASOLA ŻÓŁTA KG. 500;Warzywa 1;kg;10.0000;12,5895;5;0
13054;BYSTRY PARÓWKI Z SZYNKI KG. 500;Kiełbasa Luz;kg;25.5882;31,4895;5;0
13055;OLSZA SERNIK Z WIŚNIAMI KG. 500;Wyroby cukiernicze;kg;27.8981;28,3395;5;0
13056;OLSZA LEŚNY MECH KG. 500;Wyroby cukiernicze;kg;27.8996;37,7895;5;0
13057;OLSZA CIASTO ŚMIETANOWIEC KG 500;Wyroby cukiernicze;kg;27.8995;37,7895;5;0
13058;PIEKARNIA RODZINNA KIRSCHHIEBEL CHAŁKA SZT. 500;Świeże;szt;2.5300;3,5595;5;0
13059;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB IG SZT. 500;Świeże;szt;5.9200;7,9695;5;0
13060;PIEKARNIA RODZINNA KIRSCHHIEBEL BUŁKA ZWYKŁA SZT. 500;Świeże;szt;0.8800;1,2075;5;0
13062;PIEKARNIA RODZINNA KIRSCHHIEBEL BUŁKA KUKURYDZIANA SZT. 500;Świeże;szt;1.0500;1,47;5;0
13066;SENDAL PĄCZEK FAWOREK SZT. 500;Wyroby cukiernicze;szt;2.7500;3,675;5;0
13067;SENDAL KOSTKA ALPEJSKA KG. 500;Wyroby cukiernicze;kg;32.9900;46,1895;5;0
13068;SENDAL KOSTKA CHORWACJA KG. 500;Wyroby cukiernicze;kg;24.9881;31,4895;5;0
13069;SENDAL KOSTKA KRÓWKA KG. 500;Wyroby cukiernicze;kg;32.9900;46,1895;5;0
13070;CF CIASTO BISZKOPT Z CZEKOLADĄ I WIÓRKAMI KOKOS KG. 500;Wyroby cukiernicze;kg;22.9880;31,4895;5;0
13071;SEKO SMAŻONE PŁATY ŚLEDZIOWE W ZALEWIE OCTOWEJ KG. 500;Garmażerka rybna na wagę;kg;23.6700;29,3895;5;0
13072;TOSTA CIASTKO FRANCUSKIE SZT. 500;Wyroby cukiernicze;szt;3.3800;4,5045;5;0
13073;UNIMIĘS KIEŁBASA KRUCHA Z CHRZANOWA DROBIOWA KG. 500;Kiełbasa Luz;kg;18.9900;27,2895;5;0
13074;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB MAGNAT SZT. 500;Świeże;szt;4.4200;5,9745;5;0
13075;PIEKARNIA RODZINNA KIRSCHHIEBEL CHLEB WIOSENNY SZT. 500;Świeże;szt;4.3800;5,8695;5;0
13077;SŁOMIŃSKI BOCZEK PARZONY KG. 500;Szynki, blokowe, wędzonki Luz;kg;34.8994;46,8195;5;0
13078;SŁOMIŃSKI FLAKI WIEPRZOWO-WOŁOWE KG. 500;Dania gotowe na wagę;kg;19.5009;27,2895;5;0
13079;FRANKA KIEŁBASA ŚLĄSKA Z KURCZAKA KG. 500;Kiełbasa Luz;kg;19.4300;27,8145;5;0
13080;KOZŁOWSKI PASZTECIK KG. 500;Pasztety, metki Luz;kg;8.9000;12,5895;5;0
13082;ADAMUS KROKIETY Z PIECZARKAMI I SEREM MOZZARELLA KG. 500;Garmażerka;kg;21.0039;28,3395;5;0
13083;MACIOSZEK ZAPIEKANKA 215 G. 500;Świeże;szt;2.7000;5,2395;5;0
13084;ŁABISZYN CHLEB ŻYTNI PLUS Z SIEMIENIEM SZT. 500;Pieczywo świeże;szt;3.4200;4,8195;5;0
13085;ŁABISZYN CHLEB ŻYTNI PLUS ZE SŁONECZNIKIEM SZT. 500;Pieczywo świeże;szt;3.4200;4,8195;5;0
13087;ŁABISZYN CHLEB ŻYTNI PLUS Z DYNIĄ SZT. 500;Świeże;szt;3.4200;4,8195;5;0
13088;ŁABISZYN CHLEB RAZOWO ŻYTNI Z OBNIŻONYM INDEKSIE GLIKEMICZNYM SZT. 500;Świeże;szt;3.4200;4,8195;5;0
13089;ŁABISZYN CHLEB MAGNAT SZT. 500;Świeże;szt;5.2900;5,1975;5;0
13090;ŁABISZYN CHLEB KRAJAN SZT. 500;Pieczywo świeże;szt;2.8000;4,5675;5;0
13091;ŁABISZYN PIZZERKA SZT. 500;Pieczywo świeże;szt;3.6300;4,8195;5;0
13092;ŁABISZYN DROŻDŻÓWKA SZT. 500;Wyroby cukiernicze;szt;2.1800;2,9295;5;0
13093;KILIAN SERNIK DYNIOWY KG. 500;Wyroby cukiernicze;kg;22.9000;37,7895;5;0
13094;KILIAN SERNIK STAROPOLSKI KG. 500;Wyroby cukiernicze;kg;23.5900;37,7895;5;0
13095;KILIAN KOSTKA FIGA Z MAKIEM KG. 500;Wyroby cukiernicze;kg;22.9000;37,7895;5;0
13096;ROMA MARCZELLO SZT. 500;Wyroby cukiernicze;szt;3.5000;4,7145;5;0
13099;GS NOWE CHLEB ZE SKŁADNIKAMI O NISKIM IG 0,50 f 500;Świeże;szt;5.5000;6,6675;5;0
13100;SŁODKIE NIEBO CIASTO MAKOWIEC KG. 500;Wyroby cukiernicze;kg;27.0000;36,7395;5;0
13101;SŁODKIE NIEBO CIASTO LEŚNY MECH KG. 500;Wyroby cukiernicze;kg;28.0000;38,8395;5;0
13102;SŁODKIE NIEBO CIASTO GÓRA LODOWA KG. 500;Wyroby cukiernicze;kg;25.9212;37,3695;5;0
13103;SŁODKIE NIEBO CIASTO METROWIEC KG. 500;Wyroby cukiernicze;kg;26.0000;36,7395;5;0
13104;KUCZORA CIASTO PIJAK KG. 500;Wyroby cukiernicze;kg;27.9000;45,1395;5;0
13105;KUCZORA CIASTO SAMANTA KG. 500;Wyroby cukiernicze;kg;32.8615;45,1395;5;0
13106;KUCZORA CIASTO KOKOSOWY RAJ KG. 500;Wyroby cukiernicze;kg;33.4314;45,1395;5;0
13112;SŁAWA SUŁOCHA KIEŁBASA KRUCHA  KG. 500;Kiełbasa Luz;kg;25.9900;36,7395;5;0
13115;SŁAWA SUŁOCHA KIEŁBASA KRAKOWSKA SUCHA KG. 500;Kiełbasa Luz;kg;31.9900;45,1395;5;0
13118;SŁAWA SUŁOCHA POLĘDWICZKI SUROWE WĘDZONE KG. 500;Szynki, blokowe, wędzonki Luz;kg;39.7000;56,6895;5;0
13126;ELIO CHLEB NA NATURALNYM ZAKWASIE SZT. 500;Świeże;szt;10.0000;13,6395;5;0
13128;DWORECKI ROŻEK DROBIOWY KG. 500;Szynki, blokowe, wędzonki Luz;kg;25.3999;35,6895;5;0
13129;OCEAN FILET TILAPIA B/S 800G. 500;Ryby mrożone 1;szt;17.1400;24,6645;5;0
13130;GAIK SZYNKA WIEJSKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;28.9899;34,6395;5;0
13131;CHABURA SCHAB RZEŹNIKA  KG. 500;Szynki, blokowe, wędzonki Luz;kg;29.9886;34,6395;5;0
13132;POLSKIE PSZYSMAKI SCHAB Z GÓR KG. 500;Szynki, blokowe, wędzonki Luz;kg;21.8900;31,4895;5;0
13133;UNIMIĘS SZYNKA KRUCHA Z CHRZANOWA KG. 500;Szynki, blokowe, wędzonki Luz;kg;29.9900;43,0395;5;0
13134;BALCERZAK SZYNKA WĘDZONA PO CIESZYŃSKU KG. 500;Szynki, blokowe, wędzonki Luz;kg;21.8900;31,4895;5;0
13135;MADEJ&WRÓBEL KIEŁBASA ŻYWIECKA KG. 500;Kiełbasa Luz;kg;20.9901;24,6645;5;0
13136;SŁODKIE NIEBO CIASTO SERNIK NA ZIMNO KG. 500;Wyroby cukiernicze;kg;26.0000;34,6395;5;0
13137;RZEPA BIAŁA KG 500;Warzywa;kg;4.9900;7,6545;5;0
13138;MASARNIA KRAJENKA KIEŁBASA WIEJSKA  ZE SŁOIKA  230G. 500;Kiełbasa Paczkowane;szt;6.0700;13,6395;5;0
13141;CHRUPEK ROGAL ŚWIĄTECZNY KG 500;Świeże;kg;35.0000;39,6795;5;0
13142;TROJANKA EKLERKI/PTYSIE KG. 500;Wyroby cukiernicze;kg;25.0000;29,3895;5;0
13143;JAGÓDKA PĄCZEK Z CZEKOLADĄ SZT. 500;Wyroby cukiernicze;szt;2.9100;4,0845;5;0
13144;PIEKUŚ KOSTKA MALIBU KG. 500;Wyroby cukiernicze;kg;31.2000;37,7895;5;0
13145;PIEKUŚ ROLADA MANGO/MARAKUJA  KG. 500;Wyroby cukiernicze;kg;32.9836;44,625;5;0
13146;GS NOWE SERNIK KG 500;Wyroby cukiernicze;kg;32.0000;43,0395;5;0
13148;TOSTA PALUCHY FRANCUSKIE KG. 500;Świeże;szt;16.5000;23,0895;5;0
13149;BIERNACKI SAŁATKA JARZYNOWA KG 500;Sałatki, surówki na wagę;kg;12.0000;18,8895;5;0
13150;BIERNACKI SAŁATKA Z KURCZAKIEM KG 500;Sałatki, surówki na wagę;kg;17.2000;22,9845;5;0
13151;CF CIASTO MURZYNEK Z CZEKOLADĄ KG 500;Wyroby cukiernicze;kg;25.7696;35,6895;5;0
13163;SŁODKIE NIEBO CIASTO KINDER MAXI KING KG. 500;Wyroby cukiernicze;kg;26.8829;37,7895;5;0
13164;OLSZA SZARLOTKA Z ORZECHAMI KG. 500;Wyroby cukiernicze;kg;27.8994;36,2145;5;0
13165;OLSZA SERNIK TRUSKAWKOWY/ANANASOWY KG. 500;Wyroby cukiernicze;kg;27.9004;35,2695;5;0
13166;OLSZA PORZECZKA NA CZARNO KG. 500;Wyroby cukiernicze;kg;26.9003;36,3195;5;0
13167;OLSZA CIASTO PANI WALEWSKA KG. 500;Wyroby cukiernicze;kg;27.9000;36,7395;5;0
13168;STAROPOLSKIE WĘDLINY KURCZAK W GALARECIE KG. 500;Szynki, blokowe, wędzonki Luz;kg;28.0000;17,8395;5;0
13169;STAROPOLSKIE WĘDLINY METKA WIANKI KG. 500;Pasztety, metki Luz;kg;15.9900;25,1895;5;0
13170;WAWRÓW BUŁKA MAŚLANA SZT. 500;Pieczywo świeże;szt;1.5300;2,0895;5;0
13172;OLEK CIASTO DROŻDŻOWE KG. 500;Wyroby cukiernicze;kg;22.0000;30,975;5;0
13173;OLEK BABKA KG. 500;Wyroby cukiernicze;kg;26.0000;37,275;5;0
13174;OLEK TORT KG. 500;Wyroby cukiernicze;kg;79.0000;103,95;5;0
13175;OLEK CIASTKA BITKI KG. 500;Wyroby cukiernicze;kg;32.0000;38,8395;5;0
13176;OLEK CIASTKA KRUCHE Z WIŚNIĄ KG. 500;Wyroby cukiernicze;kg;32.0000;41,9895;5;0
13177;OLEK CIASTKA KARBOWANE KG. 500;Wyroby cukiernicze;kg;34.0000;41,9895;5;0
13179;OLEK ROGALIKI PÓŁFRACUSKIE KG. 500;Wyroby cukiernicze;kg;32.0000;43,0395;5;0
13185;OLEK MUFFINY Z NADZIENIEM CZEKOLADA SZT. 500;Wyroby cukiernicze;szt;4.9000;5,9325;5;0
13191;OLEK BAJADERKA SZT. 500;Wyroby cukiernicze;szt;3.2000;4,305;5;0
13192;OLEK BEZA PAVLOWA SZT. 500;Wyroby cukiernicze;szt;7.0000;9,4395;5;0
13196;FAŁKOWO CHLEB Z BURAKIEM SZT. 500;Świeże;szt;4.2900;6,2895;5;0
13197;GS WIJEWO ROGALE Z MASĄ MAKOWĄ KG. 500;Wyroby cukiernicze;kg;36.0000;47,145;5;0
13199;ŁABISZYN WIANUSZEK SZT. 500;Wyroby cukiernicze;szt;2.1600;2,8245;5;0
13203;ŁABISZYN PĄCZEK TRÓJKĄTNY Z JABŁKIEM SZT. 500;Wyroby cukiernicze;szt;2.5300;3,3495;5;0
13204;ŁABISZYN OMLET Z KREMEM 100G. 500;Wyroby cukiernicze;szt;2.0000;2,73;5;0
13205;ŁABISZYN EKLER 100G. 500;Wyroby cukiernicze;szt;2.0000;2,8245;5;0
13206;ŁABISZYN RURKA Z KREMEM 65G. 500;Wyroby cukiernicze;szt;1.8900;2,5725;5;0
13208;ŁABISZYN PTYŚ Z KREMEM 80G. 500;Wyroby cukiernicze;szt;1.1000;2,8245;5;0
13209;KILIAN KOSTKA TIRAMISU KG. 500;Wyroby cukiernicze;kg;24.4500;38,8395;5;0
13210;KIER KARKÓWKA PIECZONA KG. 500;Szynki, blokowe, wędzonki Luz;kg;40.0000;28,3395;5;0
13211;CHRUPEK CHLEB OKOLICZNOŚCIOWY SZT. 500;Świeże;szt;18.1000;25,1895;5;0
13212;SŁODKIE NIEBO CIASTO MARCHEWKOWE KG. 500;Wyroby cukiernicze;kg;25.1032;34,6395;5;0
13214;WĘDLINY OD ZAWSZE BOCZEK ROLOWANY KG. 500;Szynki, blokowe, wędzonki Luz;kg;20.9892;29,3895;5;0
13215;SŁAWA OSEŁKA Z INDYKA KG. 500;Kiełbasa Luz;kg;28.3200;37,7895;5;0
13221;ŁABISZYN BUŁKA MAŚLANA SZT. 500;Świeże;szt;0.6400;0,8295;5;0
13222;ŁABISZYN BABKA Z METRA KG. 500;Wyroby cukiernicze;kg;25.0000;34,6395;5;0
13224;ŁABISZYN CIASTKA KRUCHE KG. 500;Wyroby cukiernicze;kg;19.8000;28,3395;5;0
13226;ŁABISZYN CIASTKA KRUCHE MUSZELKA Z MARMOLADĄ KG. 500;Wyroby cukiernicze;kg;21.0000;28,3395;5;0
13231;SENDAL KOSTKA CAPPUCINO KG. 500;Wyroby cukiernicze;kg;30.9900;44,0895;5;0
13234;SEKO PANIERKI-FIGURKI DORSZOWE KG. 500;Garmażerka rybna na wagę;kg;5.8900;8,3895;5;0
13236;ROMA ROGALIK Z BIAŁYM MAKIEM KG. 500;Wyroby cukiernicze;kg;38.0000;45,675;5;0
13237;ROMA KOSTKA PIERNIKOWA KG. 500;Wyroby cukiernicze;kg;35.0000;43,0395;5;0
13241;CF PÓŁKSIEZYC Z JABLKIEM 120G. 500;Wypiek własny;szt;2.3995;3,3495;5;0
13242;SWOJSCY KONSERWA WOJSKOWA Z SZYNKI KG. 500;Szynki, blokowe, wędzonki Luz;kg;23.9894;25,1895;5;0
13245;KUCZORA KOSTKA KARMELOWA KG. 500;Wyroby cukiernicze;kg;34.3780;48,2895;5;0
13265;GS NOWE PASZTECIKI DROŻDŻOWE KG. 500;Świeże;kg;36.0000;43,6695;5;0
13266;LEWANDOWSCY BOCZEK PIECZONY KG. 500;Szynki, blokowe, wędzonki Luz;kg;21.9000;31,4895;5;0
13267;LEWANDOWSCY BOCZEK WĘDZONY KG. 500;Szynki, blokowe, wędzonki Luz;kg;19.4000;27,2895;5;0
13268;LEWANDOWSCY MIELONKA TYROLSKA KG. 500;Kiełbasa Luz;kg;13.3000;18,8895;5;0
13269;LEWANDOWSCY KIEŁBASA PARÓWKOWA KG. 500;Kiełbasa Luz;kg;12.5000;17,8395;5;0
13270;LEWANDOWSCY PIECZEŃ KG. 500;Pasztety, metki Luz;kg;16.1000;23,0895;5;0
13271;LEWANDOWSCY SCHAB KRUCHY KG. 500;Szynki, blokowe, wędzonki Luz;kg;26.2000;36,7395;5;0
13272;LEWANDOWSCY SZYNKA ZAPIEKANA NA MAŚLE KG. 500;Szynki, blokowe, wędzonki Luz;kg;27.6000;38,8395;5;0
13273;LEWANDOWSCY BOCZEK ROLOWANY KG. 500;Szynki, blokowe, wędzonki Luz;kg;24.3000;34,6395;5;0
13274;LEWANDOWSCY SCHAB Z WEKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;20.1000;28,3395;5;0
13275;LEWANDOWSCY SWOJSKIE JADŁO KG. 500;Pasztety, metki Luz;kg;15.5000;15,7395;5;0
13276;LEWANDOWSCY SZYNKA WIEJSKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;23.7000;33,5895;5;0
13277;DWORECKI ZUPA WĘGIERSKA KG. 500;Dania gotowe na wagę;kg;20.5046;20,4645;5;0
13279;CHABURA KIEŁBASA DOBRA KG. 500;Kiełbasa Luz;kg;17.5892;23,7195;5;0
13280;KRAJANKA ŚLEDZIOWA  W STYLU KOŁOBRZESKIM KG. 500;Garmażerka rybna na wagę;kg;25.7833;20,9895;5;0
13282;ŁABISZYN ROGAL Z MAKIEM 100G. 500;Świeże;szt;3.3000;4,7145;5;0
13283;TOMICE PĄCZKI MINI NA MAŚLANCE KG. 500;Wyroby cukiernicze;kg;16.2000;22,5645;5;0
13284;LEWANDOWSCY SCHAB BORYNA KG. 500;Szynki, blokowe, wędzonki Luz;kg;28.1000;37,7895;5;0
13285;CF BAGIETKA ORKISZOWA 300G. 500;Świeże;szt;4.0771;5,5545;5;0
13286;ŚMIŁOWO KIEŁBASKA MISTRZA KG. 500;Kiełbasa Luz;kg;18.4000;26,2395;5;0
13287;MARKIS KREMÓWKA PAPIESKA KG. 500;Wyroby cukiernicze;kg;24.0000;33,5895;5;0
13288;MARKIS DESERKI BANKIETOWE KG. 500;Wyroby cukiernicze;kg;24.0000;33,5895;5;0
13289;MARKIS BATON BROWNIE KG. 500;Wyroby cukiernicze;kg;24.0000;33,5895;5;0
13290;LEWANDOWSCY KIEŁBASA SUROWA MEKSYKAŃSKA KG. 500;Kiełbasa Luz;kg;24.0000;33,5895;5;0
13291;LEWANDOWSCY METKA BAWARSKA KG. 500;Pasztety, metki Luz;kg;19.9030;27,2895;5;0
13292;LEWANDOWSCY PASZTETOWA KG. 500;Pasztety, metki Luz;kg;13.6000;16,7895;5;0
13293;ROMA ROGAL MARCINKOWSKI SZT. 500;Wyroby cukiernicze;szt;5.2000;6,7095;5;0
13294;CHRUPEK ROGAL SŁODKI SZT. 500;Wyroby cukiernicze;szt;4.6000;3,8325;5;0
13295;ROSETTE KROKIETY Z KAPUSTĄ I PIECZARKAMI KG. 500;Dania gotowe na wagę;kg;22.0500;29,3895;5;0
13296;KROŚNICE ROGAL Z MAKIEM SZT. 500;Wyroby cukiernicze;szt;4.4900;5,6595;5;0
13297;LEWANDOWSCY KIEŁBASA BIWAKOWA KG. 500;Kiełbasa Luz;kg;14.3000;20,4645;5;0
13298;LEWANDOWSCY METKA ŁOSOSIOWA KG. 500;Pasztety, metki Luz;kg;11.4000;16,2645;5;0
13299;LEWANDOWSCY PARÓWKI Z SZYNKI KG. 500;Kiełbasa Luz;kg;20.7000;29,3895;5;0
13300;LEWANDOWSCY POLĘDWICA WĘDZONA KG. 500;Szynki, blokowe, wędzonki Luz;kg;23.9000;33,5895;5;0
13301;LEWANDOWSCY PIECZEŃ Z OGÓRKIEM KG. 500;Pasztety, metki Luz;kg;20.5000;29,3895;5;0
13302;LEWANDOWSCY SZYNKA BIAŁA KG. 500;Szynki, blokowe, wędzonki Luz;kg;25.2000;35,6895;5;0
13303;LEWANDOWSCY KIEŁBASA ŚNIADANIOWA KG. 500;Kiełbasa Luz;kg;17.1000;24,1395;5;0
13306;LISNER FILET W SOSIE MUSZTARDOWYM KG. 500;Garmażerka rybna na wagę;kg;27.0640;24,1395;5;0
13309;ANNA ROGAL Z MAKIEM I MARMOLADĄ SZT. 500;Wyroby cukiernicze;szt;2.9900;6,1845;5;0
13310;BARCZAK ROGAL KG. 500;Wyroby cukiernicze;kg;22.0000;27,2895;5;0
13313;POMIDOR KUMATO KG. 500;Warzywa;kg;5.5000;13,6395;5;0
13315;HAŃDEREK BIODRÓWKA Z PIEKARNIKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;34.9922;36,7395;5;0
13316;ROMA PIERNICZKI KG. 500;Wyroby cukiernicze;kg;35.0000;43,0395;5;0
13317;SOKOŁÓW POŁÓWKA SALAMI W OBSYPCE CZERWONA PAPRYKA  KG. 500;Salami Luz;kg;35.9890;52,4895;5;0
13318;BIEGUN METKA KG. 500;Pasztety, metki Luz;kg;23.9875;31,4895;5;0
13319;LEWANDOWSCY KIEŁBASA DELIKATESOWA KG. 500;Kiełbasa Luz;kg;17.0000;24,1395;5;0
13320;LEWANDOWSCY KASZANKA W POLIAM  KG. 500;Pasztety, metki Luz;kg;10.3000;14,6895;5;0
13321;LEWANDOWSCY KIEŁBASA PIWNA KG. 500;Kiełbasa Luz;kg;18.8000;27,2895;5;0
13322;LEWANDOWSCY SALCESON TOSCANA  KG. 500;Pasztety, metki Luz;kg;20.1000;28,3395;5;0
13323;SMOLIŃSKI KIEŁBASA BOHUNA KG. 500;Kiełbasa Luz;kg;17.7000;25,1895;5;0
13324;KUCZORA BRZDĄC KG. 500;Wyroby cukiernicze;kg;40.3944;38,8395;5;0
13325;KUCZORA BUENO KG. 500;Wyroby cukiernicze;kg;32.8511;46,1895;5;0
13326;BALCERZAK KIEŁBASA ŚLĄSKA FIRMOWA KG. 500;Kiełbasa Luz;kg;18.9902;29,3895;5;0
13328;GRENADIER WĘDZONY KG. 500;Ryby wędzone na wagę;kg;17.2000;32,4345;5;0
13329;GS NOWE PIERNICZKI KG 500;Wyroby cukiernicze;kg;32.5000;43,575;5;0
13330;PIEKUŚ CIASTKO KORZENNA DELICJA 120G. 500;Wyroby cukiernicze;szt;4.2900;5,0295;5;0
13331;SIERPC SER EDAMSKI KG. 500;Sery żółte na wage;kg;28.9901;37,7895;5;0
13332;TOSTA PASZTECIKI Z FARSZEM Z KAPUSTY KG. 500;Pieczywo świeże;kg;29.4700;39,8895;5;0
13334;DELICJA ANIMUCKA CIASTKO SZT. 500;Wyroby cukiernicze;szt;3.1000;4,1895;5;0
13335;ANNA PTYŚ SZT. 500;Wyroby cukiernicze;szt;2.6000;3,8745;5;0
13336;CF MIX CHLEBÓW ŻYTNICH 475G. 500;Wypiek własny;szt;6.3193;7,0875;5;0
13337;FAMILIJNA PĄCZEK KG. 500;Wyroby cukiernicze;kg;28.5000;40,9395;5;0
13339;OLSZA PRECELKI W POLEWIE KAKOWEJ 250G. 500;Wyroby cukiernicze;szt;5.9000;8,3895;5;0
13342;OBÓRKA OGONÓWKA KG. 500;Szynki, blokowe, wędzonki Luz;kg;26.5000;38,8395;5;0
13343;ROMA BEZA KG. 500;Wyroby cukiernicze;kg;35.0000;47,2395;5;0
13344;MIRUNA PANTAGOŃSKA KOSTKA KG. 500;Ryby mrożone 1;kg;30.6900;24,1395;5;0
